Dependent Table,Dependent Column Index,Referenced Table,Referenced Column Index,Classification
generalbloodymindednessoftheuniversemgoblog.csv,6,BICGripRollerballMicroFineBlackPensQuillcom.csv,2,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,BICGripRollerballMicroFineBlackPensQuillcom.csv,4,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,SensorsFreeFullTextNeurologicalTremorSensorsSignalProcessingandEmergingApplicationsHTML.csv,1,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,onerrorupdateeventWindows.csv,1,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,GradingOhioUniversityPolicy12040.csv,3,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,Valid
generalbloodymindednessoftheuniversemgoblog.csv,6,DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,5,Valid
PlayerStatsYearbyYearKeithStanichStatisticsUSCHOcomUSCollegeHockeyOnline.csv,1,CyberIntelligenceSharingandProtectionActHouseVoteOnagreeingtotheFlakeamendmentA007Agreedtobyvoicevot.csv,2,Valid
GenomeAtlas30beta.csv,7,1080TheFanBuffaloWildWingsGameNight.csv,3,Valid
GenomeAtlas30beta.csv,7,1080TheFanBuffaloWildWingsGameNight.csv,4,Valid
GenomeAtlas30beta.csv,8,1080TheFanBuffaloWildWingsGameNight.csv,3,Valid
GenomeAtlas30beta.csv,8,1080TheFanBuffaloWildWingsGameNight.csv,4,Valid
GradingOhioUniversityPolicy12040.csv,1,1080TheFanBuffaloWildWingsGameNight.csv,3,Valid
GradingOhioUniversityPolicy12040.csv,1,1080TheFanBuffaloWildWingsGameNight.csv,4,Valid
GradingOhioUniversityPolicy12040.csv,1,ColoradoAllGradesAllFormulationsRetailGasolinePricesDollarsperGallon.csv,1,Valid
QuinnipiacatRobertMorrisBoxScore10222011Quinnipiac.csv,0,PlayerStatsYearbyYearVanessaVaniStatisticsUSCHOcomUSCollegeHockeyOnline.csv,2,Valid
API17JApplicationHelpergetPathJoomlaDocumentation.csv,1,Singletongroovy244API.csv,0,Valid
API17JApplicationHelpergetPathJoomlaDocumentation.csv,1,NormalizationH2Lucene400API.csv,0,Valid
API17JApplicationHelpergetPathJoomlaDocumentation.csv,1,AID287928InhibitionofcauliflowerDNApolymerasebetaat200uMPubChemBioAssaySummary.csv,5,Valid
API17JApplicationHelpergetPathJoomlaDocumentation.csv,2,USSDENVERLPD9CrewRoster.csv,2,Valid
HorsesFREEtoGoodHomeTheHorsecom.csv,6,TheExpendablesConcertTicketsSeatGeek.csv,2,Valid
HorsesFREEtoGoodHomeTheHorsecom.csv,6,USSDENVERLPD9CrewRoster.csv,5,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,SoccerEquipmentandGear.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,ALCJoniSweaterSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
AsymmetricalRibbedKnitTopbyNarcisoRodriguezatGilt.csv,1,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
BaseballProspectusStatisticsCustomStatisticsReportsPitcherTeamYear.csv,4,TheExpendablesConcertTicketsSeatGeek.csv,2,Valid
RugbyUnionESPNScrumStatsguruPlayeranalysisJeanBaptisteElissaldeTestmatches.csv,0,RugbyUnionESPNScrumStatsguruPlayeranalysisLloydBurnsTestmatches.csv,0,Valid
RugbyUnionESPNScrumStatsguruPlayeranalysisLloydBurnsTestmatches.csv,0,RugbyUnionESPNScrumStatsguruPlayeranalysisJeanBaptisteElissaldeTestmatches.csv,0,Valid
RugbyUnionESPNScrumStatsguruPlayeranalysisLloydBurnsTestmatches.csv,6,DanielPacManLimadeCarvalhoMMAStatsPicturesNewsVideosBiographySherdogcom.csv,0,Valid
BBCSportFootballSwanseaCityResults.csv,4,MBAProgramsRowanUniversity.csv,0,Valid
JamieSeaton110OfficialMixedMartialArtsFighterProfile.csv,2,DanielPacManLimadeCarvalhoMMAStatsPicturesNewsVideosBiographySherdogcom.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,SoccerEquipmentandGear.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,ALCJoniSweaterSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
JERSEYHARDINTSHIRTbyEveratGilt.csv,0,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
BoysStraightJeansADBDP00001DCShoes.csv,0,SoccerEquipmentandGear.csv,0,Valid
BoysStraightJeansADBDP00001DCShoes.csv,0,BrazilianBikinissizingchart.csv,1,Valid
BrazilianBikinissizingchart.csv,1,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,BoysStraightJeansADBDP00001DCShoes.csv,0,Valid
BrazilianBikinissizingchart.csv,1,SoccerEquipmentandGear.csv,0,Valid
BrazilianBikinissizingchart.csv,1,ALCJoniSweaterSHOPBOP.csv,0,Valid
BrazilianBikinissizingchart.csv,1,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,SoccerEquipmentandGear.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,ALCJoniSweaterSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
BURNOUTBREAKOUTTANKbyBoyMeetsGirlatGilt.csv,0,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
ShinedownConcertTicketsSeatGeek.csv,2,HorsesFREEtoGoodHomeTheHorsecom.csv,6,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,SoccerEquipmentandGear.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,ALCJoniSweaterSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
SilkDrapeDressbyAnagrambyGaryGrahamatGilt.csv,1,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,2,VCUVCU.csv,2,Valid
cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,3,GatorsatNo22in2011APpreseasonpollONLYGATORSGetOutAlive.csv,1,Valid
LuisSantosYahooSports.csv,3,DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,Valid
LuisSantosYahooSports.csv,3,DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,4,Valid
LuisSantosYahooSports.csv,3,CiscoUnifiedMeetingPlaceRelease70MigratingtoCiscoUnifiedMeetingPlaceRelease703fromRelease60DocWiki.csv,0,Valid
teamstathtmlOldDominionOfficialAthleticSite.csv,3,WadsworthBoysBasketballTeamScheduleclevelandcom.csv,4,Valid
TennesseeTechTennesseeTech.csv,2,BaseonBallsPerGameDIBaseballStatisticsNCAAcom.csv,3,Valid
TennesseeTechTennesseeTech.csv,2,cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,2,Valid
MatchboxTwentyConcertTicketsSeatGeek.csv,2,ShinedownConcertTicketsSeatGeek.csv,2,Valid
MatchboxTwentyConcertTicketsSeatGeek.csv,2,TheExpendablesConcertTicketsSeatGeek.csv,2,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,TornbyRonnyKoboPolaColorblockPantsSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,HeatherBoxyVNeckShirtSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,MoschinoSleevelessCrepeDressSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,SoccerEquipmentandGear.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,ThakoonAdditionCarbonCopyTankDressSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,ALCJoniSweaterSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,EnzaCostaBoldUTankSHOPBOP.csv,0,Valid
ColorBlockTurtleneckSweaterby525AmericaatGilt.csv,0,31PhillipLimLeatherTrimTShirtSHOPBOP.csv,0,Valid
MiamiDolphinsPlayerContractsSalariesTransactionsSpotrac.csv,1,GatorsatNo22in2011APpreseasonpollONLYGATORSGetOutAlive.csv,1,Valid
TheExpendablesConcertTicketsSeatGeek.csv,2,ShinedownConcertTicketsSeatGeek.csv,2,Valid
CVE20115082CrosssitescriptingXSSvulnerabilityinthes2MemberPropluginbefore111220forWordPressallowsrem.csv,1,qPCRvsDigitalPCRvsTraditionalPCRLifeTechnologies.csv,0,Valid
MITMIT.csv,2,BaseonBallsPerGameDIBaseballStatisticsNCAAcom.csv,3,Valid
MITMIT.csv,2,cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,2,Valid
MITMIT.csv,2,VCUVCU.csv,2,Valid
DanielPacManLimadeCarvalhoMMAStatsPicturesNewsVideosBiographySherdogcom.csv,0,JamieSeaton110OfficialMixedMartialArtsFighterProfile.csv,2,Valid
DanielPacManLimadeCarvalhoMMAStatsPicturesNewsVideosBiographySherdogcom.csv,0,RugbyUnionESPNScrumStatsguruPlayeranalysisLloydBurnsTestmatches.csv,6,Valid
DanielPacManLimadeCarvalhoMMAStatsPicturesNewsVideosBiographySherdogcom.csv,0,RugbyUnionESPNScrumStatsguruPlayeranalysisJeanBaptisteElissaldeTestmatches.csv,6,Valid
DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,AllowingUserCustomizationsatRuntime.csv,1,Valid
DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,DifferencebetweenrevisionsofWillRPiRuneLinuxorg.csv,1,Valid
DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,GradingOhioUniversityPolicy12040.csv,3,Valid
DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,greencat24anythingfunimnothardtoplease.csv,4,Valid
DatainthecloudandhowthebigcloudvendorshandleconsistencyHerbjornsBlog.csv,4,onerrorupdateeventWindows.csv,1,Valid
MrsKathleenMGrossoFUTUREAssignmentsforAffenpinscher.csv,2,ShinedownConcertTicketsSeatGeek.csv,2,Valid
MrsKathleenMGrossoFUTUREAssignmentsforAffenpinscher.csv,2,TheExpendablesConcertTicketsSeatGeek.csv,2,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,IsolateData.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,GetJamBlackBerryWorld.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,WestAlexandriaOhioOH45381profilepopulationmapsrealestateaverageshomesstatisticsrelocationtraveljobsh.csv,0,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,MahjongBlackBerryWorld.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,YahooCricketforBlackBerryPlayBookBlackBerryWorld.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,RyanBroylesYahooSports.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,RyanBroylesYahooSports.csv,3,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,BlackBerryWorld.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,LuisSantosYahooSports.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,LuisSantosYahooSports.csv,3,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,ChronologicalListofUSShipsSunkorDamagedduring1945.csv,6,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,Table1HIVInfectionamongIllegalMigrantsItaly20042007Volume15Number11November2009EmergingInfectiousDis.csv,0,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,NotableKentuckyAfricanAmericans.csv,3,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,NewLifeThemeBlackBerryWorld.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,RobertMullinsYahooSports.csv,1,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,RobertMullinsYahooSports.csv,3,Valid
DifferencebetweenrevisionsofMainPageWikiLUGUCLA.csv,1,SC666HistoryofActionsBackground.csv,2,Valid
VCUVCU.csv,2,TennesseeTechTennesseeTech.csv,2,Valid
VCUVCU.csv,2,BaseonBallsPerGameDIBaseballStatisticsNCAAcom.csv,3,Valid
VCUVCU.csv,2,MITMIT.csv,2,Valid
VCUVCU.csv,2,cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,2,Valid
NormalizationH2Lucene400API.csv,0,AID287928InhibitionofcauliflowerDNApolymerasebetaat200uMPubChemBioAssaySummary.csv,5,Valid
072007FordF150BrakePadSetBrakeACDelcoATEAkebonoBendixCentricEBCHawkMonroeMotorcraftNPNPBRWagnerFront.csv,1,USSDENVERLPD9CrewRoster.csv,1,Invalid
072007FordF150BrakePadSetBrakeACDelcoATEAkebonoBendixCentricEBCHawkMonroeMotorcraftNPNPBRWagnerFront.csv,1,198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,Invalid
072007FordF150BrakePadSetBrakeACDelcoATEAkebonoBendixCentricEBCHawkMonroeMotorcraftNPNPBRWagnerFront.csv,1,GenericMetadateCDAvailabilityDrugscom.csv,0,Invalid
EventsISAFWorldSailingOfficialWebsiteRegattaInformation.csv,1,USSDENVERLPD9CrewRoster.csv,2,Invalid
EventsISAFWorldSailingOfficialWebsiteRegattaInformation.csv,1,USSDENVERLPD9CrewRoster.csv,6,Invalid
EventsISAFWorldSailingOfficialWebsiteRegattaInformation.csv,1,RankingListSkierPerformances.csv,11,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,BaseonBallsPerGameDIBaseballStatisticsNCAAcom.csv,4,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,MultnomahCountyProbateFiles.csv,1,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,FantasyBaseballYahooSports.csv,0,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,FantasyBaseballYahooSports.csv,8,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,FantasyBaseballYahooSports.csv,9,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,MiamiDolphinsPlayerContractsSalariesTransactionsSpotrac.csv,1,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,TheExpendablesConcertTicketsSeatGeek.csv,2,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,USSDENVERLPD9CrewRoster.csv,1,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,USSDENVERLPD9CrewRoster.csv,5,Invalid
YahooSportsRivalscom2014NorthCarolinaCommitments.csv,2,GradingOhioUniversityPolicy12040.csv,0,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,MiamiDolphinsPlayerContractsSalariesTransactionsSpotrac.csv,1,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,WatchListStockMarketBeat.csv,0,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,CMU15750GraduateAlgorithmsSpring2009Schedule.csv,2,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,CoachingRecordsbyOpponent.csv,1,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,USSDENVERLPD9CrewRoster.csv,1,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,GradingOhioUniversityPolicy12040.csv,0,Invalid
198485PittsburghPenguinsRosterandStatisticsHockeyReferencecom.csv,2,RankingListSkierPerformances.csv,9,Invalid
20082009ChevroletChevySilveradoACACHeaterBlowerMotorStandardCabWithManualTempACControlGoParts.csv,3,ReGoodHandStrapforNEXSonyAlphaNexEmountAPSCTalkForumDigitalPhotographyReview.csv,1,Invalid
20082009ChevroletChevySilveradoACACHeaterBlowerMotorStandardCabWithManualTempACControlGoParts.csv,4,ReGoodHandStrapforNEXSonyAlphaNexEmountAPSCTalkForumDigitalPhotographyReview.csv,1,Invalid
20082009ChevroletChevySilveradoACACHeaterBlowerMotorStandardCabWithManualTempACControlGoParts.csv,3,WaitforLGG2MobilePhotographyTalkForumDigitalPhotographyReview.csv,1,Invalid
20082009ChevroletChevySilveradoACACHeaterBlowerMotorStandardCabWithManualTempACControlGoParts.csv,4,WaitforLGG2MobilePhotographyTalkForumDigitalPhotographyReview.csv,1,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,ShinedownConcertTicketsSeatGeek.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,AlDhafraAirBaseUnitedArabEmirates.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,AlDhafraAirBaseUnitedArabEmirates.csv,1,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,DifferencebetweenrevisionsofPlanningCouncilNovember092011Eclipsepedia.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,5RocketStockstoBuyinNovemberPg2TheStreet.csv,0,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,TheExpendablesConcertTicketsSeatGeek.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,CMU15750GraduateAlgorithmsSpring2009Schedule.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,CoachingRecordsbyOpponent.csv,1,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,cfbstatscom2013TulsaGoldenHurricaneReceiving.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,USSDENVERLPD9CrewRoster.csv,1,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,USSDENVERLPD9CrewRoster.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,USSDENVERLPD9CrewRoster.csv,5,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,HorsesFREEtoGoodHomeTheHorsecom.csv,6,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,TheAPtop25collegefootballpoll93012LAMonitorcom.csv,3,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,CyberIntelligenceSharingandProtectionActHouseVoteOnagreeingtotheFlakeamendmentA007Agreedtobyvoicevot.csv,1,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,CyberIntelligenceSharingandProtectionActHouseVoteOnagreeingtotheFlakeamendmentA007Agreedtobyvoicevot.csv,2,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,SoccerEquipmentandGear.csv,0,Invalid
FOOTBALLOUTSIDERSInnovativeStatisticsIntelligentAnalysisGregMcMurtry.csv,2,GradingOhioUniversityPolicy12040.csv,0,Invalid
